,en,yb,yb_b,word_type,word_type_label
661,be miserly,lekumne," likupli - ŋ́kumnē, kumnɛ̄ (ŋ́kuplī, kuplā)",1,verb
663,be mistaken,lefa - éfa,faa,1,verb
666,be naive,legeene," ligueli - ŋ́geénē, geenɛ̄ (ŋ́guelī, guelā)",1,verb
668,be nauseating,lezō’ - ńzó’,zó’ó,1,verb
669,be obedient,leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
671,be piled,leŋīā / leŋiane," liŋyia - ŋ́ŋíá, ŋ́ŋíáné, ŋíá, ŋíánɛ́ (ŋ́ŋyíá, ŋyíá)",1,verb
673,be pointed,leswiine," liswiili - éswíné, swínɛ́ (ńswíílí, swíílá)",1,verb
674,be poor,lipɔ̄ŋ," lepūŋ - ḿbúŋ, púŋɔ́ (ḿbɔ̄ŋ, pɔ̄ŋɔ̄)",1,verb
676,be pregnant,lisoŋ," leshuŋ - éshuŋ, shuŋɔ̄ (ńsoŋ, soŋō)",1,verb
678,be pressed,leswikne - éswíkné,swíknɛ́,1,verb
679,be pretentious,lenɛtte," linɛtti - ńnɛ́tté, nɛ́ttɛ́ (ńnɛ́ttí, nɛ́ttá)",1,verb
680,be prominent,lelu’ne," lilu’li - ńdú’né, lú’nɛ́ (ńdú’lí, lú’lá)",1,verb
681,be proud,lepīm," lipīm - ḿbím, pímɛ́ (ḿbim, pímá)",1,verb
684,be red (mature),lepaŋ," lipaŋ - ḿbaŋ, paŋā",1,verb
685,be relieved,lizaŋli / lizakti," lezaŋne - ńzaŋnē, zaŋnɛ̄ (ńzaŋlī / ńzaktī, zaŋlā / zaktā)",1,verb
687,be required to,lepɔŋte," lipɔŋti - ḿbɔ́ŋté, pɔ́ŋté",1,verb
688,be resentful,liko," lekɔɔ (mbo) - ŋ́kɔɔ, kɔɔ̄ (ŋ́ko, koō)",1,verb
690,be rough,lesɔpte - ésɔptē,sɔptɛ̄,1,verb
691,be rounded,letu’- ńtú’né,tú’nɛ́,1,verb
692,be sad,lemek," limek - ḿmek, mekɛ̄ (ḿmek, megǝ̄)",1,verb
693,be served,lekhu," likhu - ŋ́khu, khuɔ̄ (ŋ́khu, khuō)",1,verb
694,be sharp,lelo," lilūŋ - údó, lúɔ́ (ńdúŋ, lúŋɔ́)",1,verb
696,be short or insufficient,levok," livōk - (ḿvók, vógó)",1,verb
697,be shrunk,leŋeete," liŋʉʉti - ŋ́ŋéété, ŋéétɛ́ (ŋ́ŋʉ́ʉ́tí, ŋʉ́ʉ́tá)",1,verb
699,be shy,leŋeene," liŋʉʉli - ŋ́ŋééné, ŋéénɛ́ (ŋ́ŋʉ́ʉ́lí, ŋʉ́ʉ́lá)",1,verb
701,be sick,ligo," legɔ - ŋ́gɔ, gɔɔ̄ (ŋgo, goō)",1,verb
703,be slightly bitter,lilhiiti," lewhiite - ŋ́gwhiitē, whiitɛ̄ (ńdhiitī, lhiitā)",1,verb
705,be smooth,lelʉʉne," lilʉʉli - ńdʉʉnē, lʉʉnɛ̄ (ńdʉʉlī, lʉʉlā)",1,verb
706,be spacious,leweŋte," liweŋti - ŋ́gwéŋté, wéŋtɛ́ (ŋ́gwéŋtí, wéŋtá)",1,verb
707,be sticky,lelɔ̄ŋ," lilɔ̄ŋ - ńdɔ́ŋ, lɔ́ŋɔ́",1,verb
708,be strict,lebāt - ḿbát,bátá,1,verb
709,be strong,lete," litue - úte, tuɛ̄ (ńtue, tuē)",1,verb
711,be stubborn,lesek," lisek - ések, sekɛ̄ (ńsek, segǝ̄)",1,verb
712,be stunned,letsaane," litsaali - ńtaanē, tsaanɛ̄ (ńtsaalī, tsaalā)",1,verb
713,be stupid,lefū - éfú,fúú,1,verb
714,be suspended,letseŋne," litseŋli - ńtséŋné, tséŋnɛ́ (ńtséŋlí, tséŋlá)",1,verb
715,be sweet,leleete," lilǝǝti - údeetē, leetɛ̄ (ńdǝǝtī, lǝǝtā)",1,verb
717,be thick,lekɔ’ne," likɔ ’li - ŋ́kɔ’nē, kɔ’nɛ̄ (ŋ́kɔ’lī, kɔ’lā)",1,verb
718,be tired,lekā," lika - ŋ́ká, káá",1,verb
719,be too,letsia," litsia - ńtsia, tsiā",1,verb
720,be transparent,leŋwa’," liŋ wa ’ - ŋ́ŋwa’, ŋwa’ā",1,verb
721,be twisted,ligenli," legʉŋne - ŋ́gʉ́ŋné, gʉ́ŋnɛ́ ( ŋ́géŋlí, géŋlá) ",1,verb
724,be uncomfortable,lekyakte - ŋ́kyákté,kyáktɛ́,1,verb
726,be undecided,letsaane," litsaali - ńtaanē, tsaanɛ̄ (ńtsaalī, tsaalā)",1,verb
727,be verbose,letsī - ńtsí,tsíí,1,verb
729,be very low,lipaali," lepaanē sī - ḿbááné sī, páánɛ́ sī (ḿbáálí, páálá)",1,verb
731,be waved,lime’ti," lemɛ’te - ḿmɛ’tē, mɛ’tɛ̄ (ḿme’tī, me’tā)",1,verb
733,be white,lelōk," lifōk - éfók, fókó (ńfók, fógó)",1,verb
734,be wide open,lepeŋ ne," lipeŋli - ḿbéŋné, péŋnɛ́ (ḿbéŋlí, péŋlá)",1,verb
735,be widespread,letuune," lituuli - ńtuunē, tuunɛ̄ (ńtuulī, tuulā)",1,verb
736,be wise,ligik," leyik - ŋ́gik, yikɛ̄ (ŋ́gik, gigā)",1,verb
738,be wrong,lefa - éfa,faa,1,verb
739,beach (sand),asaŋa sáŋá,asaŋa sáŋá / meŋyí,0,noun
741,bean,mekō,mekuo,0,noun
743,bean weevil,po,puŋ / efok,0,noun
745,bear fruit,lezem," lizēm - ńzém, zémɛ́ (ńzém, zémá)",1,verb
746,beard,melhʉ,,0,noun
747,beast,legeene," ligueli - ŋ́geénē, geenɛ̄ (ŋ́guelī, guelā)",1,verb
749,beat,letswā," litswā - ńtswá, tswáá",1,verb
750,beat (eggs),lepum," lipūm - ḿbúm, púmɔ́ (ḿbúm, púmá)",1,verb
751,beat blood premonitory,atshi,atsɛh / litsɛh,0,noun
753,beating,akǝnǝ,akuŋɛ,0,noun
755,beauty,lepɔŋ,lipɔŋ,0,noun
756,become,lecʉ̄’," licʉ̄’ - [0/6] ńcú’, cʉ́’ɛ́ (ńcʉ́’, cʉ́’é)",1,verb
757,become (eventually),lemak," limak - ḿmak, makā (ḿmak, magā)",1,verb
762,become covered with blisters,lemu’," limū’ - ḿmú’, mú’ɔ́ (ḿmú’, mú’ó)",1,verb
763,become mature,levhoone," livhɔli - ḿvhóóné, vhóónɛ́ (ḿvhɔ́lí, vhɔ́lá)",1,verb
767,become pale,lelɛɛne - údɛ́ɛ́né,lɛ́ɛ́nɛ́,1,verb
768,become smelly,lelem," lilem - údem, lemɛ̄ (ńdem, lemā)",1,verb
769,become sterile (animal),lelhu," lilhū - údhú, lhúɔ́ (ńdhú, lhúó)",1,verb
770,bed,eko,ekúɔ́,0,noun
772,bedroom (bedroom),ligok,lúum,0,noun
774,beef,efɔŋ,,0,noun
775,beer,bía,,0,noun
776,Bees,ŋŋwā’,,0,noun
777,before,efʉ’mvhɔ,,5,adverb
782,beg,lelʉʉte," lilʉʉti - ńdʉʉtē, lʉʉtɛ̄ (ńdʉʉtī, lʉʉtā)",1,verb
784,begging,ndɔ̄,,0,noun
785,begging for food to rhyme,leziine," liziili - ńzííné, zíínɛ́",1,verb
786,begin to cut,leti’te - úti’tē,ti’tɛ̄,1,verb
787,begin to heal,lizaŋli / lizakti," lezaŋne - ńzaŋnē, zaŋnɛ̄ (ńzaŋlī / ńzaktī, zaŋlā / zaktā)",1,verb
789,beginning,nzií,,0,noun
791,behavior,lega,,0,noun
795,behind,nzem,,0,noun
796,behind (bottom),atseŋ,,0,noun
797,being a victim of misfortune,lesɛ - ésɛ,siɛ̄,1,verb
798,belch,lejɔ’ - újɔ’,jɔ’ɔ̄,1,verb
799,believe (consider),ligu’ti," lewu’te - ŋ́gu’tē, wu’tɛ̄ (ŋ́gu’tī, gu’tā)",1,verb
801,believe (to watch),lecʉ," licʉ - ńcʉ, cʉʉ̄",1,verb
803,bell,ŋáŋá,,0,noun
808,bells,nde,ndɛ,0,noun
810,belly,levem,livem,0,noun
811,belt,ŋkɛndá,ekwɔp,0,noun
815,bend,leŋɔ’ne," liŋɔ’li - ŋ́ŋɔ́’né, ŋɔ́’nɛ́ (ŋ́ŋɔ́’lí, ŋɔ́’lá)",1,verb
816,bequeath,atek,atekɛ,0,noun
817,between aid,eshʉ̄’,,0,noun
818,beware,lepā," lipā - ḿbá, páá",1,verb
819,bewitchment,esia,,0,noun
820,bias (angle),lezhō,lizwhɛ́,0,noun
822,bias (corner),lezhō,lizwhɛ́,0,noun
824,big stick,késeŋ,kʉ́seŋ / seŋ,0,noun
826,bike,mbásíku,mbasku,0,noun
829,bile,whi,,0,noun
830,bird,séŋ,,0,noun
831,bird hypnotic,cʉcʉ,,0,noun
832,bird of good omen,fáfáńtáŋ,kofántáŋ,0,noun
836,bird of ill omen,kɔ́ŋ,,0,noun
837,bird species,acagǝ́,atsyakí,0,noun
842,birth,lizhɛ̄," lezhī - ńzhí, zhíɛ́ (ńzhɛ́, zhɛ́ɛ́)",1,verb
844,biscuit potato or yam red,ŋgwíŋ,nzwíŋ,0,noun
846,Bison (buffalo),leku’,,0,noun
850,bistoury,ŋgwat,ŋgwɛt,0,noun
852,bite,lelo," lilūŋ - údó, lúɔ́ (ńdúŋ, lúŋɔ́)",1,verb
855,biting (end),lezokó,lizwegé,0,noun
859,biting (pepper),lekyā," litīā a - ŋ́kyá, kyáá (ńtíá, tíáá)",1,verb
861,biting (sharp),swíswí,,2,adjective
862,biting (smoke),lezō’ - ńzó’,zó’ó,1,verb
863,bitten by locations,lesɔpte - ésɔptē,sɔptɛ̄,1,verb
864,bitter (end),lezokó,lizwegé,0,noun
872,bitter (pointed),swíswí,,2,adjective
873,bitter (sour),acɔkɔ́,akée,2,adjective
885,black,sésɛ́h,sisɛh,0,noun
887,black beard (stubble),epíŋ,,0,noun
888,black powder (gunpowder),meka,,0,noun
889,black wire you put around the necks of orphans during a mourning,atap,,0,noun
890,blame,amāp,,0,noun
895,blame (scolding),lecɔ̄k," litsek - ńcɔ́k, cɔ́kɔ́ (ntsek, tségǝ́)",1,verb
897,bland,alabǝ / alábǝ,alapá,2,adjective
899,blattaria (cockroach),mbimbím,mbímbíŋ / sáambíŋ,0,noun
901,blattoptères (cockroach),mbimbím,mbímbíŋ / sáambíŋ,0,noun
903,bless a marriage traditionally,lecɔ’," litsǝ ’ - ńcɔ’, cɔ’ɔ̄ (ńtsǝ’, tsɔ’ɔ̄)",1,verb
905,blessing,mbwɛ́lí,mbuɛ́né,0,noun
907,blind,afʉʉ́mēnēk,afʉʉ́-mēnēk,0,noun
910,block,likeŋ," lekʉŋɛ - ŋ́kʉŋɛ̄, kʉŋɛ̄ (ŋ́keŋ, keŋē)",1,verb
912,block the view,likeŋ," lekʉŋɛ - ŋ́kʉŋɛ̄, kʉŋɛ̄ (ŋ́keŋ, keŋē)",1,verb
914,blood,metshɛ,metshi,0,noun
916,blood pact between a man and a woman,mpfo’,mpfu’,0,noun
918,bloom (banana,lelu’," lilu’ - ńdu’, lu’ɔ̄",1,verb
919,blow (wind),fufwɛt,fufwɛt / fefwɛt,0,noun
922,blow with a range,lepʉpte," lipwɔpti - ḿbʉptē, pʉptɛ̄ (ḿbwɔptī, pwɔptā)",1,verb
924,bludgeon,lijɛt," lezyɛt - ńzyɛt, zyɛtɛ̄ (ńjɛt, jɛlā)",1,verb
926,bluntly,lenyakte - ŋ́yákté,nyátɛ́,1,verb
927,boa,fhí-nnū,swɛ́nnu,0,noun
929,boar,ŋgwhi,,0,noun
930,board (machine),lechʉ," lichʉ - ńchʉ, chʉɛ̄ (ńchʉ, chʉē)",1,verb
931,boast,lepʉ’," lipʉ ’ - ḿbʉ’, pʉ’ɛ̄ (ḿbʉ’, pʉ’ē)",1,verb
939,boat,alānzi,,0,noun
940,body,mbe,mbǝ,0,noun
943,body (donkey),njakási,nzika,0,noun
945,boil,lefu’," lifu’ - éfu’, fu’ɔ̄ (ńfu’, fu’ɔ̄)",1,verb
948,"Boil gently to keep (vegetable, meat)",licua," lecʉɔ - ńcuɔ, cʉɔ̄ (ńcua, cuaā)",1,verb
950,bolt (crazy),apia,,0,noun
951,bolt (nut),atá,,0,noun
952,bone,akwɛ́,,0,noun
953,boneless meat,mbaptɛkwɛ́,mbapt’akwé,0,noun
955,boo,lekweŋ," likweŋ - ŋ́kweŋ, kweŋɛ̄ (ŋ́kweŋ, kweŋē)",1,verb
956,book,akati,akɛte,0,noun
961,boom (barrier),ake,akɛ,0,noun
963,boot,mbǝ’,mbwɔ’,0,noun
966,borrow,lefu," lifu - éfu, fuʉ̄ (ńfu, fuū)",1,verb
967,bother,lipagli," lepakne - ḿbákné, páknɛ́ (ḿbáglí, páglá)",1,verb
969,bottom (back),nzem,,0,noun
970,bottom (core),mbaŋ,,0,noun
971,bottom (middle),tsetsɛlɛ /tsetsɛtɛ,tsitsɛlɛ,0,noun
973,boubou,njūmba,,0,noun
976,boucaner,lepa," lipa - ḿba, paā",1,verb
977,bounty (price),nzweŋ,nzwiŋ,0,noun
979,bounty (reward),ntaŋá,,0,noun
981,Bounty (reward),ntaŋá,,0,noun
983,bow,ŋkyélé / kyélé,kyɛ́lɛ́,0,noun
985,bow (edge),ligēŋ,legʉ̄ŋ,0,noun
987,bowels (stomach),levem,livem,0,noun
988,box,ndāŋ,,0,noun
992,box (room),ligok,lúum,0,noun
994,boy,mɔmbaŋa,,0,noun
995,boy (child),mó,mɔ́,0,noun
997,boyfriend (friend),eso,eshúó,0,noun
999,bracelet,kwáŋ,,0,noun
1000,bragging,azɛ’ɛ,,0,noun
1001,brain,epɔŋŋ̄thū,,0,noun
1002,brain (brain),epɔŋŋ̄thū,,0,noun
1003,branch,apū thʉ̄,ta athʉ̄,0,noun
1005,brand,mɛ’te,mɛ ’ti,0,noun
1006,brave (brave),lesek," lisek - ések, sekɛ̄ (ńsek, segǝ̄)",1,verb
1007,brawl,likwat,lekwɛt,0,noun
1009,bread,mblɛ́ɛ,mbret,0,noun
1011,break,lefak," lifak - éfak, fakā (ńfak, fagā)",1,verb
1023,break up,lesaate," lisaati - ésááté, sáátɛ́ (ńsáátí, sáátá)",1,verb
1024,breast,lepe,lipʉ̄ē,0,noun
1026,breast cancer (breast),lepe,lipʉ̄ē,0,noun
1028,breathe,lizwagli / lijwagli," lezwakne - ńzwaknē, zwaknɛ̄ (ńzwaglī, zwaglā)",1,verb
1035,breathing,azwagli / ajwagli,azwakne,0,noun
1037,bribe (corruption),nzemba’,,0,noun
1038,brick,mbeleék,mblik,0,noun
1040,brilliant,aŋwanli,aŋwaŋnɛ́,2,adjective
1042,bring (having),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
1044,bring (mark),lemāk," limāk - ḿmák, máká (ḿmák, mágá)",1,verb
1048,bring (to hear),leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
1050,bring down,leso’ne," liswe’li - ésó’né, só’nɛ́ (ńswé’lí, swé’lá)",1,verb
1052,briquette (brick),mbeleék,mblik,0,noun
1054,brood,lela’ne," lila’li - údá’né, lá’nɛ́ (ńdá’lí, lá’lá)",1,verb
1055,broom,ajɔk,azek,0,noun
1057,brother,méŋ mīā,miŋmia,0,noun
1059,brother-,ntshɛ,ntseh,0,noun
1061,brush,mblúsi,,0,noun
1062,brutally snatch,lejū," lijū - ńjú, júú",1,verb
1063,bucket,aluŋgā,,0,noun
1064,buckle,lijɛt," lezyɛt - ńzyɛt, zyɛtɛ̄ (ńjɛt, jɛlā)",1,verb
1066,bud,atap,atɔ̄p,0,noun
1070,buddy (friend),eso,eshúó,0,noun
1072,buffalo,leku’,,0,noun
1076,bugle,ntaŋ,ntaŋ / antan,0,noun
1078,build,likwāt," lekwɛ̄t - ŋ́kwɛ́t, kwɛ́tɛ́ (ŋ́kwát, kwátá)",1,verb
1082,build on sth,liteeti," letɛɛte - útɛ́ɛ́tɛ́, tɛ́ɛ́tɛ́ (ńtéétí, téétá)",1,verb
1084,build sthg of little value,lekaate - ŋ́kaatē,kaatɛ̄,1,verb
1085,builder,mboo,mbɔɔ,0,noun
1087,bully,limabli," lemapne - ḿmápné, mápnɛ́ (ḿmáblí, máblá)",1,verb
1091,bump,akʉ́ɔ́p,akʉ́p,0,noun
1093,bumping heads,letuune," lituuli - ńtúúné, túúnɛ́ (ńtúúlí, túúlá)",1,verb
1094,bundle,mbǝ’,mbwɔ’,0,noun
1096,burden,acu’,,0,noun
1098,burgle,letu’," litū’ - ńtú’, tú’ɔ́ ( ńtú’, tú’ó)",1,verb
1099,burial (funeral),ligwhʉ̄,lewhʉ̄,0,noun
1101,burn,lito," letɔ - útɔ, tɔɔ̄ (ńto, toō)",1,verb
1104,burst,livāt," levɛ̄t - ḿvɛ́t, vɛ́tɛ́ (ḿvát, válá)",1,verb
1106,bury,litōŋ," letūŋ - ńtúŋ, túŋɔ́ (ńtóŋ, tóŋó)",1,verb
1108,bush,mba’,,0,noun
1109,business,anhu,anʉ,0,noun
1111,bustle,letɛtte," litɛtti - ńtɛttē, tɛttɛ̄ (ńtɛttī, tɛttā)",1,verb
1112,but the pluck,liswi’," leswɛ’ɛ - éswɛ’ɛ̄, swɛ’ɛ̄ (ńswi/ swi’ā)",1,verb
1114,Butcher (mend),lekwaate," likwaati - ŋ́kwááté, kwáátɛ́ (ŋ́kwáátí, kwáátá)",1,verb
1115,butterfly,gégá,,0,noun
1116,buttock,lemwɛt,,0,noun
1118,button,mba’a,amba’a,0,noun
1120,button on the eyelid,pit,,0,noun
1121,buy,lijūō," lezō - úzó, júɔ́ (ńjúó, júó)",1,verb
1123,cabbage,shuu,,0,noun
1124,cadet,ncʉ’nzem,ntsi’nzem,0,noun
1126,caiman,ŋgantshi,ŋgā-ntseh,0,noun
1128,calabash,atǝ̄,atʉ̄ɔ̄,0,noun
1130,calculate,lekwaŋ," likwaŋ - ŋ́kwaŋ, kwaŋā",1,verb
1131,calculated by computer axial tomography (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
1135,calf,ntu’ɔkhu,,0,noun
1136,caliber (size),nthí,ntshí,0,noun
1138,call,letɔ̄ŋ," litɔ̄ŋ - ńtɔ́ŋ, tɔ́ŋɔ́",1,verb
1140,caméléonidés (chameleon),kénáŋ,kunaŋ,0,noun
1142,Camellia sinensis (tea),tii,,0,noun
1143,camouflage,lezemne - ńzemnē,zemnɛ̄,1,verb
1144,campaign,kaba,,0,noun
1145,campaign (years),ŋgu’,,0,noun
1146,canary,ŋkāŋ,,0,noun
1147,cancel,lile’ti," lelɛ’te - údɛ’tē, lɛ’tɛ̄ (ńde’tī, le’tā)",1,verb
1149,cancel (remove),lelōk," lifōk - éfók, fókó (ńfók, fógó)",1,verb
1150,cancer (breast),lepe,lipʉ̄ē,0,noun
1152,candy,nzipte,,0,noun
1153,Candy,ndeete,,0,noun
1154,cane,athʉ́,,0,noun
1155,canoe,akanu’,akɛnʉ̄’,0,noun
1157,cantankerous (end),lezokó,lizwegé,0,noun
1161,cantankerous (sour),acɔkɔ́,akée,2,adjective
1163,canvas cover with a,lizagli / ligagli," lezyakne - ńzyaknē, zyaknɛ̄ ( ńzaglī/ńjaglī, zaglā/jaglā)",1,verb
1165,capable of (good),lipwɛlli," lepwɛnne - ḿbwɛ́nné, pwɛ́nnɛ́ (ḿbwɛ́llí, pwɛ́llá)",1,verb
1167,capital,ntwɛt,,0,noun
1169,capital (capital),swiɛ́ɛlā’,,0,noun
1175,Capon (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
1179,car,matúa,mɛtúa,0,noun
1181,car (machine),masiŋ,mesíŋ,0,noun
1183,carbohydrate (sugar),lǝǝ́lǝǝ́,shúka,0,noun
1185,carbohydrates (sugar),lǝǝ́lǝǝ́,shúka,0,noun
1187,care (keep),lifogǝ," lefēŋ - éféŋ, féŋɛ́ (ńfégǝ́, fégǝ́)",1,verb
1191,care for a woman who just gave birth,lifat," lefɛt - éfɛt, fɛtɛ̄ (ńfat, falā)",1,verb
1193,Carefully close,lemoote," limuuti - ḿmóóté, móóté (ḿmúútí, múútá)",1,verb
1195,Carefully cross,lileeti," lelɛɛte - údɛɛtē, lɛɛtɛ̄ (ńdeetī, leetā)",1,verb
1197,cargo (load),api’,,0,noun
1198,carpenter,kápinda,ŋkoo-methʉ̄,0,noun
1200,carriageway (road),mbembɔ́,,0,noun
1201,carried on the shoulder or back,lepɛt - ḿbɛt,pɛtɛ̄,1,verb
1202,carry (weighing),lefʉ’," lifʉ ’ - éfʉ’, fʉ’ɛ̄ (ńfʉ’, fʉ’ǝ̄)",1,verb
1203,carry a load,lepi’," lipi’ - ḿbi’, pi’ɛ̄ ( ḿbi’, pi’ā)",1,verb
1204,carry several loads at once,lepi’te," lipi’ti - ḿbi’te, pi’tɛ (ḿbi’tī, pi’tā)",1,verb
1205,cartridge,alɔŋ,,0,noun
1206,case (Case),anhu,anʉ,0,noun
1208,cassava,akesāla,akusála,0,noun
1210,cassava baton,meŋyɛ́ndɔ́,,0,noun
1211,cassava couscous,ŋkuŋkum,,0,noun
1212,cassava leaf sauce borrowed ewondo: pkem,akwɛm,,0,noun
1213,castrate,leshʉ̄ - éshʉ̄,shʉ̄ʉ̄,1,verb
1214,castrated animals,afwɛ́t,afwɛ̄t,0,noun
1215,cat,meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
1219,cat (cat),meŋweéntsaŋ / askaŋ / pusi,púsi,0,noun
1223,cataract,saŋlezēk,,0,noun
1224,catch,ligo," legɔ - ŋ́gɔ, gɔɔ̄ (ŋgo, goō)",1,verb
1228,catch (catching),ligo," legɔ - ŋ́gɔ, gɔɔ̄ (ŋgo, goō)",1,verb
1236,catch (err),lefa," lifa - éfa, faā (ńfa, faā)",1,verb
1237,catch up,likwieti," letswɛtte - útswɛ́tté, tswɛ́ttɛ́ (ŋ́kwíétí, kwíétá)",1,verb
1239,caterpillar,acʉchʉ,,0,noun
1240,cause (cause),letāk," litak - úták, ták (ńták, tágá)",1,verb
1244,cause (have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
1246,cause (lead),lisoŋ," leshuŋ - éshuŋ, shuŋɔ̄ (ńsoŋ, soŋō)",1,verb
1248,cause of misfortune to somebody,litsweŋ," letswiŋ - ńtswiŋ, tswiŋɛ̄ (ńtsweŋ, tswiŋ́ē)",1,verb
1250,cause somebody,lefa’te," lifa’ti - éfa’tē, fa’tɛ̄ ( ńfa ’t ī, fa ’tā) ",1,verb
1251,cave,lewu,,0,noun
1253,ceiling,akikia,atittia () / akikia (crête du coq),0,noun
1255,celebrate,lekāk," likāk - ŋ́kák, káká (ŋ́kák, kágá)",1,verb
1257,center (background),atseŋ,,0,noun
1258,center (nucleus),mbaŋ,,0,noun
1259,cétoine,leseéŋ,liseéŋ,0,noun
1260,chain (caterpillar),acʉchʉ,,0,noun
1261,chair,aleŋ,,0,noun
1262,chameleon,kénáŋ,kunaŋ,0,noun
1264,Chameleon (chameleon),kénáŋ,kunaŋ,0,noun
1266,chance (destiny),mbɔ̄,,0,noun
1267,chance (opportunity),ntí,ntí / ŋkí,0,noun
1269,change,lisɛɛli," lesɛnne - ésɛnnē, sɛnnɛ̄ (ńsɛɛlī, sɛɛlā)",1,verb
1272,chanter (flute),ndendɔŋ,ndindɔŋ,0,noun
1274,chanter (to sing),lezɔp," lizɔp - ńzɔp, zɔpɔ̄ (ńzɔb, zɔbā)",1,verb
1276,chaos (fighting),likwat,lekwɛt,0,noun
1278,character,lega,,0,noun
1281,character (letter),akati,akɛte,0,noun
1284,characteristic (character),lega,,0,noun
1285,charcoal,ŋkii,,0,noun
1286,charm,agɛɛne,agɛ̄t,0,noun
1290,chase (continued),lejuŋ," lizoŋ - újuŋ, juŋɔ̄ (ńzoŋ, zoŋō)",1,verb
1295,chat,leghī,lighī,0,noun
1298,cheat,leju," lijʉ - úju, juʉ̄",1,verb
1299,check (accompanied),litsagli," letsakne - ńtsaknē, tsaknɛ̄ (ńtsaglī, tsaglā)",1,verb
1301,check (see),lejɔ̄ / lejuɔ̄," lijʉe - újɔ́, jɔ́ɔ́ (ńjúé, júéé)",1,verb
1303,cheek,lige’,leguɔ’,0,noun
1304,cherish (cherish),ligǝ ’ti," legʉɔ’te - ŋ́gʉɔ’tē, gʉɔ’tɛ̄ (ŋ́gǝ ’t ī, gǝ’tā)",1,verb
1307,cherish (love),lekɔŋ," likɔŋ - ŋ́kɔŋ, kɔŋɔ̄",1,verb
1308,cherish (pampered),lekokte," likokti - ŋ́kókté, kóktɛ́ (ŋ́kóktí, kóktá)",1,verb
1310,chest,agaŋne,agaŋli,0,noun
1311,chest (animal slaughtered),kíkhí,,0,noun
1312,chew,lekā," lika - ŋ́ká, káá",1,verb
1314,chief,efo,efɔ,0,noun
1316,chief sponsor of,mɔ’ɔ́fɔ,,0,noun
1317,chiefdom,anɔ’,,0,noun
1318,child,mó,mɔ́,0,noun
1322,childhood,lekhʉ̄,likʉ,0,noun
1324,childishness,atsetseŋ,atsitseŋ,0,noun
1326,chimpanzee,akana,akɛna,0,noun
1328,chin,akelʉ́’té,akʉlʉ́’tí,0,noun
1330,china bamboo planted in the courtyard on the eve of funeral,akūp,,0,noun
1331,chip,ŋgoo,,0,noun
1332,chip animals,akekók,akók,0,noun
1334,chisel,sesá,,0,noun
1335,choking,lefēm," lifēm - [0/6] éfém, fémɛ́ (ńfém, fémá)",1,verb
1336,cholera,akuá,,0,noun
1337,choose,lekaŋ," likaŋ - ŋ́kaŋ, kaŋā",1,verb
1338,choose (take),likwī," letswī - útswí, tswí (ŋ́kwí, kwíí)",1,verb
1342,chop,lecū’," licu’ - ńcú’, cú’ɔ́ (ńcú’, cú’ó)",1,verb
1343,chop (cut),lesi," lisī - ésí, síí (ńsí, síí)",1,verb
1344,Christian trinity (father),mɔ’ɔ́,,0,noun
1345,circle,kwáŋ,,0,noun
1346,circular,adv. nzemli zémlí,nzemne zemné,2,adjective
1348,circumcise,leshʉ̄ - éshʉ̄,shʉ̄ʉ̄,1,verb
1350,civilization,lenāŋ,lināŋ,0,noun
1351,claim,lekīā," likīā - ŋ́kíá, kíá (ŋ́kíá, kíáá)",1,verb
1354,clairvoyance,ŋgá,,0,noun
1355,clarify,like’ti," lekɛ’te - ŋ́kɛ́’té, kɛ́t’ɛ́ (ŋ́ké’tí, ké’tá)",1,verb
1357,clash,lekwaate," likwaati - ŋ́kwaátē, kwaatɛ̄ (ŋ́kwaatī, kwaatā)",1,verb
1358,clean,letsi’ne," litsi’lí - ńtsí’né, tsí’nɛ́ (ńtsí’lí, tsí’lá)",1,verb
1359,cleanliness,atuet,atwɛt,0,noun
1361,clear (clarified),like’ti," lekɛ’te - ŋ́kɛ́’té, kɛ́t’ɛ́ (ŋ́ké’tí, ké’tá)",1,verb
1363,clear (light),mmók,,0,noun
1364,cliff,ŋkéŋé,ŋkuŋɛ́,0,noun
1366,climb,lekɔ̄’," likɔ ’ - ŋ́kɔ́’, kɔ́’ɔ́",1,verb
1367,climb (relief),lepe," lipʉe - ḿbe, pʉɛ̄ (ḿbʉe, pʉē)",1,verb
1369,clitoris,pit,,0,noun
1370,close,afyɛlíi,aswɛnɛ́,2,adjective
1377,close (finish),lemak," limak - ḿmak, makā (ḿmak, magā)",1,verb
1378,close (key),like," lekɛ - ŋ́kɛ, kiɛ̄ (ŋ́ke, keē)",1,verb
1380,close to half,ligene," legʉŋɛ - ŋ́gʉ́ŋɛ́, gʉ́ŋɛ́ (ŋ́géné, géŋé)",1,verb
